state_code,LGD_ST_Code,state_name,district_code,LGD_Dist_Code,district_name,total_no_of_job_cards_issued,total_no_of_workers,total_no_of_active_job_cards,total_no_of_active_workers,sc_worker_percentage_against_acive_workers,st_worker_percentage_against_active_workers,approved_labour_budget,persondays_of_central_liability_so_far,sc_persondays_percentage_of_total,st_persondays_percentage_of_total,women_persondays_percentage_of_total,average_days_employment_per_household,average_wage_rate_per_day_per_person,total_no_of_HHs_completed_100_days,total_households_worked,total_individuals_worked,differently_abled_persons_worked,no_of_GPs_with_NIL_expenditure,total_no_of_works_taken_up_new_and_spillover,no_of_ongoing_works,no_of_completed_works,percentage_of_NRM_expenditure_in_MWC_blocks,percentage_of_category_B_works,percentage_expenditure_on_agriculture_and_allied_works,total_expenditure,wages,material_and_skilled_wages,total_admin_expenditure,district_normalized,Total_AWCs,Total_Children
23,13,NAGALAND,2306,249.0,TUENSANG,52085,87084,48789,82447,0,82444,1589246,1161562,0,1161522,516048,46,261.369702641788,1,25212,25600,65,1,1169,697,472,42.84,0,41.53,3489.0949558,3035.9711454,377.8435204,75.28029,TUENSANG,,
23,13,NAGALAND,2307,247.0,MON,61326,61752,59435,59719,0,59673,1790188,2040845,0,2039280,987695,36,243.26656728953,0,55737,55933,9,2,1374,1071,303,83.74,0,82.65,6704.60318690001,4964.69357520001,1652.1328117,87.7768,MON,,
23,13,NAGALAND,2308,244.0,DIMAPUR,75414,102511,68534,89286,0,83323,2488784,1244542,0,1178754,656996,39,233.764670882944,0,31753,32406,96,11,1508,1018,490,51.09,3,38.75,3117.017814,2909.2995103,84.8170637,122.90124,DIMAPUR,,
23,13,NAGALAND,2309,614.0,KIPHIRE,26468,31923,24203,29441,0,29438,809906,230256,0,230178,100583,19,260.952088110625,0,11926,12042,455,4,696,671,25,70.75,0,39.28,646.19878,600.85784,0.0,45.34094,KIPHIRE,,
23,13,NAGALAND,2310,615.0,LONGLENG,22511,33468,21165,32035,0,32028,672824,480562,0,480346,221927,33,366.671550642788,0,14179,14776,10,3,323,316,7,48.06,0,38.82,2610.477965716,1762.0841372,803.082528516,45.3113,LONGLENG,,
23,13,NAGALAND,2311,613.0,PEREN,27379,32228,24795,29607,0,29595,1129590,698622,0,698120,360304,38,274.788918070144,1,18184,20598,10,4,410,396,14,40.79,16,36.09,1972.2337452,1919.7358352,0.0,52.49791,PEREN,,
24,21,ODISHA,2401,371.0,SAMBALPUR,133780,227269,90853,156460,23632,76576,2039200,2253433,302366,1188454,1051198,43,272.662206513351,2524,51341,74463,162,0,18886,14864,4022,77.27,59,26.16,7217.216125895,6144.2601401,830.931425794999,242.02456,SAMBALPUR,,
24,21,ODISHA,2402,373.0,SUNDARGARH,313324,472028,232755,364490,30713,253223,8147900,8585277,675192,5982021,4345966,53,274.368453636382,15198,159185,200771,594,0,47009,24773,22236,86.64,67,21.79,25865.654014187,23555.2917453,1729.155188887,581.20708,SUNDARGARH,,
24,21,ODISHA,2403,361.0,KENDUJHAR,350187,592820,250801,453909,47785,213633,6527900,5963959,529587,3063240,3157800,44,272.971177196222,6742,134804,195400,609,0,46833,27120,19713,70.41,75,23.07,17186.406468597,16279.8890898,562.959738797,343.55764,KENDUJHAR,,
24,21,ODISHA,2404,365.0,MAYURBHANJ,474526,746379,353229,579068,55794,305191,10323200,7865271,678518,4265461,4147417,42,273.188586830638,5004,186131,248566,363,0,94870,56971,37899,68.11,76,36.13,25571.880928201,21487.0226953,3291.029542901,793.82869,MAYURBHANJ,,
24,21,ODISHA,2405,346.0,BALESHWAR,381035,558172,151595,248958,39002,16617,2372200,1958907,245091,161295,1012673,33,276.266755864367,464,58391,77849,283,0,51811,31482,20329,56.01,71,41.62,6631.824283316,5411.8088193,949.664614016,270.35085,BALESHWAR,,
24,21,ODISHA,2406,350.0,CUTTACK,253086,438860,102932,203545,39007,8897,1445700,938511,159299,49818,449685,29,267.593311213188,147,31381,45086,140,0,20374,17417,2957,45.65,66,24.91,3128.890877781,2511.392661,419.860776781,197.63744,CUTTACK,,
24,21,ODISHA,2407,352.0,DHENKANAL,214320,353661,145041,246368,44435,33126,3593300,2864333,420358,358396,1460339,42,265.210531537359,1506,66737,96035,206,0,24619,17264,7355,57.18,52,25.44,9065.97115554198,7596.51277429998,1227.309091242,242.14929,DHENKANAL,,
24,21,ODISHA,2408,359.0,KANDHAMAL,170199,280671,155329,255662,56447,141038,7722500,6867087,1512207,3911708,3465940,54,245.004475755152,16842,125075,188940,3275,0,42998,27824,15174,81.52,47,31.44,21463.8518317132,16824.6705040002,4058.866837713,580.31449,KANDHAMAL,,
24,21,ODISHA,2409,345.0,BOLANGIR,327169,590517,233580,442198,68273,101331,7998000,5250718,781923,1246322,2219160,42,285.756798363576,7513,122182,198871,487,0,53526,38314,15212,85.13,69,17.65,17836.47491769,15004.2836479,2389.06942979,443.12184,BOLANGIR,,
24,21,ODISHA,2410,358.0,KALAHANDI,311703,539439,226472,413753,71840,131183,7415900,6913037,1245816,2370054,3441646,49,291.308075902096,16081,139348,228328,444,0,53817,39113,14704,62.24,49,25.21,29799.948609765,20138.2350711,9239.70505866501,422.00848,KALAHANDI,,
24,21,ODISHA,2411,363.0,KORAPUT,281061,411622,225069,340142,45858,189428,7467400,6426263,817466,3691735,3008028,49,270.286706309717,8952,128967,167917,701,0,62707,41966,20741,68.65,55,46.01,23034.654083497,17369.3346015,5115.095061997,550.22442,KORAPUT,,
24,21,ODISHA,2412,354.0,GANJAM,467662,666863,396161,571094,97512,27380,12884000,8315413,1174770,416426,4988930,46,231.236811029109,7008,177431,209975,481,0,51432,38760,12672,54.95,44,33.37,23616.194516572,19228.2958451,3723.838631472,664.06004,GANJAM,,
24,21,ODISHA,2413,369.0,PURI,234813,433824,114321,232177,35934,901,1448700,1241152,168121,3032,560050,27,280.217413660857,246,44601,71166,133,0,26060,16800,9260,40.95,81,22.93,4033.781217922,3477.924034,296.743703922,259.11348,PURI,,
24,21,ODISHA,2414,347.0,BARGARH,221107,384254,133029,252371,44361,58986,3247300,2899484,470371,760068,1231678,45,283.826830501565,5509,64109,101072,245,0,25454,19090,6364,82.76,61,31.62,9062.70162959201,8229.51353810001,512.113381492,321.07471,BARGARH,,
24,21,ODISHA,2415,357.0,JHARSUGUDA,73005,128417,49774,94105,19243,41252,1184900,1211101,250775,577378,597192,47,274.235352410739,1543,25441,37823,70,0,7160,5019,2141,61.62,53,19.9,3657.98762419999,3321.26709539999,157.3639888,179.35654,JHARSUGUDA,,
24,21,ODISHA,2416,351.0,DEOGARH,71298,125371,50501,92144,13211,30310,1178200,1224880,148891,395078,636139,41,276.319339927176,934,29478,44969,176,0,7969,6016,1953,69.78,44,40.25,4644.125413923,3384.5803309,1136.676133023,122.86895,DEOGARH,,
24,21,ODISHA,2417,348.0,BHADRAK,313867,433003,137165,206040,29321,1284,2039500,1387038,166924,7598,675717,30,270.825547065041,211,44901,59788,196,0,42131,27393,14738,32.97,75,19.93,4911.11878590001,3756.45325150001,920.5134544,234.15208,BHADRAK,,
24,21,ODISHA,2418,360.0,KENDRAPARA,242875,387171,117153,207880,41646,1175,1500400,925729,184178,4578,425113,26,268.281961319134,217,35151,47327,174,0,28775,20686,8089,33.84,56,27.53,2711.149389891,2483.5639177,46.164722191,181.42075,KENDRAPARA,,
24,21,ODISHA,2419,355.0,JAGATSINGHAPUR,153505,239672,83530,139670,23948,574,1197000,1137742,141973,3809,502381,30,288.186612298746,352,37511,56660,128,0,13900,10292,3608,40.33,54,23.68,4070.075324846,3278.8201265,706.582568346,84.67263,JAGATSINGHAPUR,,
24,21,ODISHA,2420,356.0,JAJPUR,243499,352188,127708,199999,42555,10999,1879600,1537665,273652,82169,697392,35,269.527462795863,589,43779,57795,205,0,23408,14129,9279,50.21,60,44.4,4587.687929503,4144.4294608,264.111298703,179.14717,JAJPUR,,
24,21,ODISHA,2421,344.0,ANGUL,211031,341192,138920,238309,30846,30958,2539800,2642981,294949,283469,1379170,44,270.7673128108,2100,59443,83711,163,2,27315,20736,6579,49.68,54,35.4,8123.58611657601,7156.32863180001,777.408904776001,189.84858,ANGUL,,
24,21,ODISHA,2422,367.0,NAYAGARH,173497,336110,105545,213047,21993,14040,1824500,1320993,129487,101736,609457,34,278.598977958248,210,38687,61212,102,0,21810,15782,6028,56.42,71,26.24,4747.860621801,3680.2729969,835.955754901,231.63187,NAYAGARH,,
24,21,ODISHA,2423,362.0,KHORDHA,131986,216956,67337,122264,15657,7992,1102200,977186,128590,48237,508667,36,275.463026117853,382,26993,36928,223,0,15063,9977,5086,55.24,65,28.58,3088.712284854,2691.7861264,288.341898454,108.58426,KHORDHA,,
24,21,ODISHA,2424,353.0,GAJAPATI,122122,218883,94144,176747,10938,117022,2881700,2474354,131563,1690914,1301570,45,270.658052166343,3314,54590,82519,155,0,27298,18563,8735,69.61,59,36.27,8100.977680264,6697.0383401,1117.730910164,286.20843,GAJAPATI,,
24,21,ODISHA,2426,349.0,BOUDH,100304,175103,72580,132315,26529,13614,1673600,1315809,213805,117946,594312,37,278.147767821926,432,35155,55991,44,0,16910,10637,6273,57.38,76,36.58,4288.591069844,3659.8933623,507.566027544,121.13168,BOUDH,,
24,21,ODISHA,2427,372.0,SONEPUR,126448,208901,77531,132185,25937,10031,1609300,1323824,237272,100384,565439,39,274.147887506194,436,33461,46832,64,0,14367,11534,2833,60.26,67,17.04,4312.509666659,3629.2355303,504.283966359,178.99017,SONEPUR,,
24,21,ODISHA,2428,368.0,NUAPADA,110962,239751,91978,207656,28131,79722,4224900,3653129,453633,1448145,1792629,58,291.168195360744,11142,62439,121898,851,0,41677,26927,14750,79.04,66,35.94,12244.438416952,10636.7497835,1311.059943452,296.62869,NUAPADA,,
24,21,ODISHA,2429,370.0,RAYAGADA,168438,258045,125722,200447,34034,124318,4189700,3607693,622425,2304396,1823620,44,248.099387702889,5060,80969,113618,685,0,40490,27460,13030,50.74,60,44.15,9603.076909522,8950.6642432,311.593286322,340.81938,RAYAGADA,,
24,21,ODISHA,2430,366.0,NABARANGAPUR,225386,342384,164289,259093,41255,138576,5174900,4178953,680337,2136021,1902281,49,275.891377892979,6225,84572,115794,208,0,44329,25508,18821,71.17,66,27.88,13257.184440169,11529.3710132,1446.329196969,281.48423,NABARANGAPUR,,
24,21,ODISHA,2431,364.0,MALKANGIRI,124801,192346,100515,160377,39520,93977,3166600,2597683,607021,1588442,1128336,44,271.39532054912,3405,58522,79460,389,0,26107,17225,8882,60.81,58,20.89,9200.07331739499,7049.99010469999,1924.879882695,225.20333,MALKANGIRI,,
25,34,PUDUCHERRY,2501,600.0,PONDICHERRY,62628,96395,46919,74991,20126,232,950771,762859,187905,2280,667404,20,300.43470841925,0,36734,38869,694,4,289,130,159,94.52,0,18.6,2582.15013070001,2291.89321230001,121.7105384,168.54638,PONDICHERRY,,
25,34,PUDUCHERRY,2502,598.0,KARAIKAL,16832,20676,13880,17418,6649,37,549229,384302,149884,776,342214,35,322.827787000849,0,10881,11165,51,0,609,404,205,99.4,0,3.88,1311.890217,1240.633642,13.572705,57.68387,KARAIKAL,,
26,3,PUNJAB,2601,32.0,GURDASPUR,153099,172991,70812,81776,10070,23,1441000,853637,84970,477,376167,27,332.733661509518,192,31395,33033,42,186,9019,7460,1559,49.53,33,39.07,4094.45125073,2840.3376461,1052.29348463,201.82012,GURDASPUR,,
26,3,PUNJAB,2602,27.0,AMRITSAR,112850,138758,61698,78924,59511,61,1441000,712893,526718,461,404086,23,336.363770706123,225,30110,31914,165,45,8682,7516,1166,44.51,23,45.51,3274.1682888,2397.9137759,670.8675929,205.38692,AMRITSAR,,
26,3,PUNJAB,2603,31.0,FEROZEPUR                 ,137972,210773,75780,122143,99243,72,1378000,1068775,850977,438,561226,25,322.853774143295,525,41181,49250,50,90,11064,8558,2506,72.33,28,56.5,4069.5381345,3450.5804246,465.7055599,153.25215,FEROZEPUR,,
26,3,PUNJAB,2604,36.0,LUDHIANA,121239,152529,67442,91637,76815,8,1566000,1612320,1342617,229,1318188,34,344.832346779796,761,46971,49894,70,42,9853,9470,383,87.66,15,52.83,6225.1453312,5559.8008936,443.9760576,221.36838,LUDHIANA,,
26,3,PUNJAB,2605,34.0,JALANDHAR,82282,108116,36669,50113,46348,9,1000000,665521,624718,109,509830,31,344.167802263189,281,21358,22611,31,52,6299,5587,712,78.49,34,72.27,2812.6312576,2290.5089993,379.3629683,142.75929,JALANDHAR,,
26,3,PUNJAB,2606,35.0,KAPURTHALA,49639,70217,27372,40296,34149,73,752000,480679,410990,985,370443,28,348.554311026693,111,16591,17782,38,21,5571,4857,714,65.04,21,41.33,2388.9058074,1675.4273767,609.4518107,104.02662,KAPURTHALA,,
26,3,PUNJAB,2607,33.0,HOSHIARPUR,112883,167882,59070,93619,56700,41,1378000,1203318,690270,827,779533,33,357.922535539234,1026,35422,37214,17,44,10247,8772,1475,60.64,14,36.56,5422.634719121,4306.9462962,930.301382921001,185.38704,HOSHIARPUR,,
26,3,PUNJAB,2608,42.0,ROPAR,57143,79761,28481,43410,25055,5,940000,826847,502112,32,654899,41,350.81770367432,429,19877,21363,30,19,6409,4600,1809,81.55,30,38.2,4296.902843845,2900.7256583,1269.035255545,127.14193,ROPAR,,
26,3,PUNJAB,2609,41.0,PATIALA,133123,191666,85288,132511,87790,0,1400000,1409477,929398,15,1098633,24,354.017772265883,157,58704,65246,116,34,8086,4540,3546,86.0,31,32.92,5405.50372900001,4989.799076,265.485773,150.21888,PATIALA,,
26,3,PUNJAB,2610,43.0,SANGRUR,92708,141213,62483,102188,80544,20,1316000,1309362,1022226,246,977094,28,347.683689460974,357,45539,49965,89,6,4850,3644,1206,87.23,15,58.44,5253.415302329,4552.43811,521.929752329,179.04744,SANGRUR,,
26,3,PUNJAB,2611,28.0,BHATINDA                  ,101977,170606,64970,118763,96348,1,1316000,932144,745898,0,682118,21,355.16770282274,209,44020,50945,767,4,5003,4101,902,81.69,6,59.75,3850.0401002,3310.6744318,360.408268399999,178.9574,BHATINDA,,
26,3,PUNJAB,2612,29.0,FARIDKOT,50580,88811,37586,68811,55589,8,814000,669579,534273,115,453660,26,350.308003387203,140,25708,32700,73,2,3175,2459,716,74.35,25,71.26,2807.147028706,2345.588826,349.192912706,112.36529,FARIDKOT,,
26,3,PUNJAB,2614,40.0,NAWANSHAHR ,52370,68635,31909,43935,29543,5,940000,761099,518770,50,566395,35,357.188199064773,560,21548,22821,34,0,3730,2695,1035,84.96,19,37.7,2999.44302335,2718.5558112,178.53431215,102.3529,NAWANSHAHR,,
26,3,PUNJAB,2615,38.0,MOGA,95538,156207,54266,94543,85773,12,940000,883561,804520,54,655722,26,345.275204994335,417,33301,37999,44,4,4301,3571,730,86.32,9,49.01,3444.6484795,3050.717054,226.6259455,167.30548,MOGA,,
26,3,PUNJAB,2616,39.0,MUKATSAR,116305,214859,78314,153788,130003,80,1065000,970443,818948,426,642856,18,343.386865761304,102,53412,68387,176,6,10484,9202,1282,65.64,43,55.81,5007.52427042997,3332.37380169997,1519.93358873,155.21688,MUKATSAR,,
26,3,PUNJAB,2617,37.0,MANSA,85793,150155,48798,95096,76246,4,876649,857998,691733,62,580636,26,316.003767316474,242,32733,39371,199,2,5191,4659,532,67.91,52,34.21,3242.611131915,2711.3060035,412.873998415,118.43113,MANSA,,
26,3,PUNJAB,2618,30.0,FATEHGARH SAHIB,54548,79642,34178,53860,40973,0,1001599,1099362,819907,0,859281,41,347.796457690915,359,26721,29195,162,0,7424,4832,2592,73.07,46,32.93,4109.0840437,3823.5420932,128.5404505,157.0015,FATEHGARH SAHIB,,
26,3,PUNJAB,2619,608.0,SAS NAGAR MOHALI,36013,47827,15780,22273,11424,7,600000,405162,204320,194,338342,37,353.51069619066,174,10791,11657,11,12,3771,3425,346,64.95,38,49.32,1773.5153212,1432.2910069,286.2549143,54.9694,SAS NAGAR MOHALI,,
26,3,PUNJAB,2620,609.0,TARN TARAN,121811,157261,70156,87141,61536,76,1252752,1092313,705191,1947,588072,29,339.676825918943,771,36851,38098,19,56,7435,6633,802,58.15,20,35.33,4801.34999796499,3710.33412749999,962.137290465,128.87858,TARN TARAN,,
26,3,PUNJAB,2621,605.0,BARNALA,38829,63187,24889,42886,37557,6,900000,535300,477529,147,394904,31,350.406158770783,125,17211,19752,212,0,2648,2431,217,84.82,39,48.31,2138.411267092,1875.7241679,169.288049192,93.39905,BARNALA,,
26,3,PUNJAB,2622,662.0,Pathankot,49632,63155,27731,35728,17106,9,689000,524764,215031,165,160056,37,353.137279786723,340,14151,14880,25,40,5762,4522,1240,74.21,21,69.77,2644.2152421,1853.1373149,558.2287572,232.84917,PATHANKOT,,
26,3,PUNJAB,2623,651.0,Fazilka,151646,282422,113637,219182,125080,91,1504000,1468648,801833,601,858364,18,323.332540091294,337,78623,107637,182,4,6303,5678,625,85.02,26,81.17,7981.59750748699,4748.61688339999,3074.181114087,158.79951,FAZILKA,,
26,3,PUNJAB,2624,737.0,MALERKOTLA,21788,30063,13221,19867,16708,2,489000,347182,293002,35,279231,34,348.905830169767,70,9965,10931,23,5,1708,1532,176,85.55,17,29.24,1565.778498194,1211.3382393,318.559008894,35.88125,MALERKOTLA,,
27,8,RAJASTHAN,2701,100.0,SRI GANGANAGAR,332611,621272,252382,480630,257551,1522,3797886,2887591,1670692,8763,1849015,24,204.906789825844,372,118949,137779,393,1,28710,20490,8220,42.51,73,40.27,7896.89773773799,5916.87002139999,1823.547016338,156.4807,SRI GANGANAGAR,,
27,8,RAJASTHAN,2702,101.0,HANUMANGARH,297931,613346,208258,434070,175492,1304,5824160,4516721,2098908,14403,3006706,34,204.353743649431,392,132722,148816,299,0,23479,17411,6068,56.93,68,50.96,10973.023979907,9230.0884537,1511.448336207,231.48719,HANUMANGARH,,
27,8,RAJASTHAN,2703,93.0,BIKANER,426094,803268,292424,554487,200386,4364,3904499,3236637,1215019,38053,1558236,39,279.786468599971,870,82678,121985,390,0,54331,43315,11016,43.32,81,38.77,19983.106995011,9055.67236370004,10359.269471311,568.16516,BIKANER,,
27,8,RAJASTHAN,2704,96.0,CHURU,374444,736023,251610,505051,157045,4669,6888588,5333609,1782601,47927,3425098,39,225.312160797688,1982,133380,167502,312,0,26901,23367,3534,77.09,74,55.62,15758.543688313,12017.2696864,3624.659681913,116.61432,CHURU,,
27,8,RAJASTHAN,2705,106.0,JHUNJHUNU,190016,355604,68279,132800,59881,3750,1241323,1039159,566186,27630,682354,42,191.582493285436,970,24353,26164,126,4,6042,4978,1064,85.02,47,32.78,2671.750646975,1990.8467214,530.356575575,150.54735,JHUNJHUNU,,
27,8,RAJASTHAN,2706,87.0,ALWAR,327748,594317,172886,323331,96482,49682,2241205,1795074,624188,256733,1422930,28,235.072762627056,620,63096,71421,299,22,12738,10950,1788,72.73,50,22.7,5404.154049372,4219.730043,1001.147016372,183.27699,ALWAR,,
27,8,RAJASTHAN,2707,91.0,BHARATPUR,388198,817476,165012,363445,103680,8056,2820517,2138808,599851,37955,1450647,27,214.312923997853,1002,77602,93550,536,0,8389,6298,2091,70.14,38,22.31,5394.454585172,4583.7419635,663.375311672,147.33731,BHARATPUR,,
27,8,RAJASTHAN,2708,98.0,DHOLPUR,211432,422507,104918,215820,75613,21464,1329076,1111650,433253,106280,687883,31,240.044447398012,377,35708,43879,162,0,8713,7688,1025,67.79,67,44.08,4486.207286314,2668.4540995,1743.912066814,73.84112,DHOLPUR,,
27,8,RAJASTHAN,2709,108.0,KARAULI,276604,498651,165645,301318,73301,77129,2370636,2286629,615828,485246,1426573,35,242.94020149749,1189,63818,88780,312,5,15557,13453,2104,70.11,65,22.51,6991.80753154004,5555.14110010004,1269.29565144,167.37078,KARAULI,,
27,8,RAJASTHAN,2710,113.0,SAWAI MADHOPUR,280435,586097,151641,319430,75109,76240,1796528,1444374,361285,324466,917581,27,236.275131738733,209,53122,69679,231,5,30463,26005,4458,34.35,91,20.4,4202.498101765,3412.6965713,665.115780465,124.68575,SAWAI MADHOPUR,,
27,8,RAJASTHAN,2711,97.0,DAUSA,223358,403329,110661,209419,45590,65828,1720258,1374375,331156,458719,1151695,30,209.78115077035,337,44593,50880,153,5,9678,7860,1818,79.93,62,43.47,3665.202249636,2883.1796909,675.147938736,106.87462,DAUSA,,
27,8,RAJASTHAN,2712,102.0,JAIPUR,454871,817539,215093,390976,97051,54807,3625290,2905429,805724,426776,2574763,33,216.04049357255,3467,87461,93794,257,24,14772,12701,2071,77.09,49,23.17,7481.679413847,6276.903152,941.955101847,262.82116,JAIPUR,,
27,8,RAJASTHAN,2713,114.0,SIKAR,298632,536581,108698,201847,76670,9458,1500162,1191542,474063,68819,890015,33,233.425466521533,522,35211,38714,89,6,10711,9200,1511,71.02,60,40.66,4337.7445898,2781.3624723,1408.8137175,147.5684,SIKAR,,
27,8,RAJASTHAN,2714,110.0,NAGAUR,663978,1414617,502225,1079483,306436,2437,12459757,9613597,2983594,23593,7090833,35,235.280359094518,1823,268451,315603,848,2,40993,31983,9010,72.27,61,27.42,31770.9454746908,22618.9055434998,8871.54104119099,280.49889,NAGAUR,,
27,8,RAJASTHAN,2715,107.0,JODHPUR,620854,1276154,418319,866667,158903,30170,6518440,5490497,1115386,188165,3842339,35,230.597263404388,1993,155284,193987,424,6,46850,38480,8370,57.63,86,35.02,16928.186081562,12660.9358293,3949.28065226199,317.9696,JODHPUR,,
27,8,RAJASTHAN,2716,103.0,JAISALMER,179322,317967,149942,267617,41193,16370,5824681,5267719,802968,324474,3380507,53,256.753640980091,4899,98169,137174,312,0,31611,20842,10769,64.03,76,17.26,19506.907840079,13525.0603291,5828.241690979,153.60582,JAISALMER,,
27,8,RAJASTHAN,2717,90.0,BARMER,719492,1364889,571378,1090101,176661,69114,14488856,11056874,1520745,557798,6063513,47,284.234428443337,7928,233654,377407,761,1,106049,87320,18729,72.81,94,68.6,48662.9793080159,31427.4426176,16908.6730604159,326.86363,BARMER,,
27,8,RAJASTHAN,2718,104.0,JALORE,344925,676294,207164,410788,108545,55149,2800080,2206674,719758,333782,1752776,33,213.637144870516,1036,65964,75341,278,2,20247,16903,3344,57.51,79,47.11,7565.444093932,4714.2753302,2658.00969373201,193.15907,JALORE,,
27,8,RAJASTHAN,2719,115.0,SIROHI,203029,404087,136271,278033,69507,93037,4272306,3592975,853501,1226334,3040300,43,205.128242578922,2276,81985,92176,242,0,15286,13413,1873,70.24,74,31.14,8345.91411750902,7370.20647380002,802.149113709,173.55853,SIROHI,,
27,8,RAJASTHAN,2720,111.0,PALI,410081,879975,257303,565159,130697,56261,6688280,5484647,1289574,839680,4577101,38,198.156291132319,2663,142848,157388,431,3,21630,18432,3198,62.23,67,14.78,12605.472148095,10868.1730769,1499.678551195,237.62052,PALI,,
27,8,RAJASTHAN,2721,86.0,AJMER,500912,891838,405840,726010,112670,23455,10443866,8932423,1285678,321139,7346081,34,195.893975274121,1591,258753,281771,816,2,23839,19603,4236,79.13,45,24.53,22664.4003846789,17498.0785029999,4960.304981679,206.0169,AJMER,,
27,8,RAJASTHAN,2722,116.0,TONK,309044,682884,179470,400201,86002,67515,2758399,2141462,411621,488024,1183163,37,246.0044334945,503,57162,85277,289,0,30574,23578,6996,50.58,91,47.06,6626.45944111699,5268.09146159999,1170.603689517,187.76429,TONK,,
27,8,RAJASTHAN,2723,94.0,BUNDI,256456,580704,162420,371683,74000,96565,3148043,2578046,544186,739117,1669941,30,218.469186608773,371,85504,107511,340,2,29714,27450,2264,62.34,81,44.11,6543.59760668201,5632.23612660001,764.723500082,146.63798,BUNDI,,
27,8,RAJASTHAN,2724,92.0,BHILWARA,550261,970670,475991,849348,149731,93674,15792351,12811828,2180232,1401431,10032122,38,217.414260957141,3302,330884,386169,960,2,56418,47116,9302,59.82,70,37.3,35378.5178334521,27854.7411613001,7228.605462152,295.17121,BHILWARA,,
27,8,RAJASTHAN,2725,112.0,RAJSAMAND,256827,467076,192690,357632,63940,58761,6887217,6227608,1182304,953399,5341433,47,210.945139729411,3579,132492,145380,851,0,20899,17136,3763,77.13,65,33.75,15175.988882562,13136.8363974,1809.865525162,229.28696,RAJSAMAND,,
27,8,RAJASTHAN,2726,117.0,UDAIPUR,599499,1212977,382479,790533,28866,563606,14736690,11340216,411140,8258207,7886496,46,230.063616019306,6179,241793,304563,735,9,72494,67136,5358,49.35,78,46.75,32577.4833443769,26089.7109939999,6175.912170377,311.86018,UDAIPUR,,
27,8,RAJASTHAN,2727,99.0,DUNGARPUR,424476,833906,366334,731386,21019,533065,14930783,12610732,327873,9453665,9119339,42,218.569024683896,4934,298867,382598,3870,0,48823,36575,12248,60.53,72,55.62,34819.137765385,27563.1539379,7001.98576748499,253.99806,DUNGARPUR,,
27,8,RAJASTHAN,2728,88.0,BANSWARA,480991,941379,391611,781660,29766,640182,10481754,8026593,293219,6627920,4674715,32,241.998720941752,2172,249137,356406,2204,2,64156,48744,15412,59.27,75,51.42,25152.7633376252,19424.2523952002,5443.049982425,285.46096,BANSWARA,,
27,8,RAJASTHAN,2729,95.0,CHITTORGARH,291837,545492,168927,326051,65791,66521,4238737,3249338,706058,735784,2378301,36,225.748456322488,793,88584,108681,295,1,21055,17629,3426,73.93,75,40.6,8573.835366048,7335.3303757,1026.974520348,211.53047,CHITTORGARH,,
27,8,RAJASTHAN,2730,109.0,KOTA,175630,345188,124727,250509,69004,44075,4136371,3453112,991053,553839,2435750,37,214.184657717445,799,91996,114769,456,1,19166,15564,3602,57.67,75,27.39,7793.13672491001,7396.03611780001,245.84844711,151.25216,KOTA,,
27,8,RAJASTHAN,2731,89.0,BARAN,299398,654044,185895,414503,82028,122637,5236165,4623821,944372,1401336,2654094,39,221.880914438512,4009,116497,168001,393,4,40937,30422,10515,56.71,87,17.27,12268.4203687149,10259.3763167999,1741.608461915,267.43559,BARAN,,
27,8,RAJASTHAN,2732,105.0,JHALAWAR,369459,669380,309062,569388,121781,86056,6020794,4890103,1082771,673933,2592595,38,248.012840482091,1205,126568,181048,346,0,58769,43476,15293,42.13,84,30.73,17522.885969918,12128.0833528,5128.183407118,266.61921,JHALAWAR,,
27,8,RAJASTHAN,2733,629.0,PRATAPGARH,311607,558850,262502,477636,23331,358201,9076302,7954217,371783,6193515,4685700,41,224.408005683023,2125,192787,277611,1095,0,53541,44733,8808,59.18,84,37.95,23250.108689,17849.8997374,5243.5306416,156.67831,PRATAPGARH,,
28,11,SIKKIM,2801,226.0,Mangan District,7694,10901,6616,9426,97,8749,320000,160792,481,148481,69043,32,272.065742823026,13,4909,4967,13,0,1035,779,256,93.12,79,82.1,566.3600189,437.4599492,117.6500697,11.25,MANGAN DISTRICT,,
28,11,SIKKIM,2802,225.0,Gangtok District,11483,17320,8741,12798,872,4280,430000,276017,18660,85299,168124,44,275.427015292536,83,6183,6764,14,0,1321,840,481,97.38,82,97.36,1028.327383711,760.2253848,263.951998911,4.15,GANGTOK DISTRICT,,
28,11,SIKKIM,2803,227.0,Namchi District,26907,45155,20931,36317,2112,10713,1200000,526766,27551,152187,282670,35,270.067206368672,79,14726,15989,33,0,4553,3318,1235,78.89,79,86.4,2718.609687384,1422.6222203,1281.186787084,14.80068,NAMCHI DISTRICT,,
28,11,SIKKIM,2804,228.0,Gyalshing District,13839,23680,12439,21935,1034,10908,730000,438294,20278,224264,241620,45,267.541935093795,423,9692,12398,27,0,1964,1022,942,76.23,79,74.1,1791.629703364,1172.620249,606.779454364,12.23,GYALSHING DISTRICT,,
28,11,SIKKIM,2805,742.0,SORENG,15010,23560,13108,21189,1008,8304,700000,435669,18079,164309,219297,44,266.22174256144,406,9787,11264,11,0,3220,2196,1024,85.44,86,83.47,1697.98109335,1159.8456036,525.71223975,12.42325,SORENG,,
